;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
1565;escola superior de administração de empresas;79650;administração;24;88;27.27;100
1566;escola superior de administração e gestão strong;47882;administração;11;102;10.78;45,1
1567;escola superior de administração e gestão strong da baixada santista;112444;administração;5;32;15.62;54,8
1568;escola superior de aviação civil;1044424;ciências aeronáuticas;5;26;19.23;84,6
1569;escola superior de ciências da santa casa de misericórdia de vitória;54981;enfermagem;10;63;15.87;44,4
1570;escola superior de ciências da santa casa de misericórdia de vitória;21250;farmácia;8;57;14.04;40,4
1571;escola superior de ciências da santa casa de misericórdia de vitória;18341;fisioterapia;6;55;10.91;52,7
1572;escola superior de ciências da santa casa de misericórdia de vitória;10224;medicina;10;162;6.17;20,4
1573;escola superior de ciências da santa casa de misericórdia de vitória;54979;serviço social;7;75;9.33;41,3
1574;escola superior de criciúma - esucri;46543;administração;19;313;6.07;58,1
1575;escola superior de criciúma - esucri;118860;ciências contábeis;8;138;5.8;65,7
1576;escola superior de criciúma - esucri;104512;educação física;8;76;10.53;63,2
1577;escola superior de criciúma - esucri;80214;enfermagem;7;119;5.88;53,8
1578;escola superior de criciúma - esucri;123149;psicologia;9;115;7.83;59,1
1579;escola superior de criciúma - esucri;50364;sistemas de informação;5;96;5.21;76
1580;escola superior de estudos empresariais e informática;17081;processamento de dados;52;75;69.33;100
1581;escola superior de gestão comercial e marketing;47839;administração;2;88;2.27;59
1582;escola superior de tecnologia e educação de porto ferreira;46534;administração;20;86;23.26;47,7
1583;escola superior de tecnologia e educação de porto ferreira;107680;engenharia de materiais;1;19;5.26;73,7
1584;escola superior de tecnologia e educação de porto ferreira;90424;pedagogia;15;45;33.33;26,7
1585;escola superior de tecnologia e educação de porto ferreira;90422;sistemas de informação;3;12;25.0;83,3
1586;escola superior de tecnologia e educação de rio claro;20750;administração;17;87;19.54;55,2
1587;escola superior de tecnologia e educação de rio claro;109294;arquitetura e urbanismo;5;70;7.14;74,3
1588;escola superior de tecnologia e educação de rio claro;107662;educação física;8;58;13.79;55,2
1589;escola superior de tecnologia e educação de rio claro;107684;engenharia de produção;3;165;1.82;68,5
1590;escola superior de tecnologia e educação de rio claro;123385;fisioterapia;4;37;10.81;51,4
1591;escola superior de tecnologia e educação de rio claro;118986;nutrição;10;34;29.41;61,8
1592;escola superior de tecnologia e educação de rio claro;83272;pedagogia;5;48;10.42;27,1
1593;escola superior de tecnologia e educação de rio claro;106134;sistemas de informação;6;21;28.57;42,9
1594;escola superior madre celeste;59806;administração;46;87;52.87;73,6
1595;escola superior madre celeste;59804;ciências contábeis;21;54;38.89;66,7
1596;escola superior madre celeste;104628;direito;6;330;1.82;83,6
1597;escola superior madre celeste;59798;história;7;70;10.0;82
1598;escola superior madre celeste;54051;letras - português e espanhol;10;35;28.57;68,6
1599;escola superior madre celeste;54052;letras - português e inglês;7;54;12.96;79,6
1600;escola superior madre celeste;59802;matemática;2;44;4.55;86,4
1601;escola superior madre celeste;54053;pedagogia;13;56;23.21;71,4
1602;escola superior são francisco de assis;92980;biomedicina;4;20;20.0;65
1603;escola superior são francisco de assis;18265;ciências biológicas;4;42;9.52;42,9
1604;escola superior são francisco de assis;21269;educação física;1;35;2.86;60
1605;escola superior são francisco de assis;20468;farmácia;3;32;9.38;46,9
1606;escola superior são francisco de assis;96096;odontologia;1;33;3.03;24,2
1607;estácio fatern - faculdade estácio do rio grande do norte;101624;administração;27;104;25.96;61,5
1608;estácio fatern - faculdade estácio do rio grande do norte;101922;enfermagem;77;263;29.28;63,9
1609;estácio fatern - faculdade estácio do rio grande do norte;106826;fisioterapia;43;143;30.07;58
1610;estácio fatern - faculdade estácio do rio grande do norte;101927;publicidade e propaganda;35;88;39.77;58
1611;estácio fatern - faculdade estácio do rio grande do norte;102062;redes de computadores;37;154;24.03;64,9
1612;estácio fatern - faculdade estácio do rio grande do norte;101924;serviço social;62;235;26.38;53
1613;estácio fatern - faculdade estácio do rio grande do norte;102064;sistemas para internet;17;45;37.78;64,4
1614;estácio fib - centro universitário estácio da bahia;18122;administração;4;193;2.07;61,7
1615;estácio fib - centro universitário estácio da bahia;84453;enfermagem;7;471;1.49;51
1616;estácio fib - centro universitário estácio da bahia;109678;engenharia civil;4;131;3.05;61,8
1617;estácio fib - centro universitário estácio da bahia;90325;engenharia de produção;1;65;1.54;83,1
1618;estácio fib - centro universitário estácio da bahia;109516;gastronomia;4;106;3.77;60,4
1619;estácio fib - centro universitário estácio da bahia;101472;gestão de recursos humanos;7;294;2.38;69,6
1620;estácio fib - centro universitário estácio da bahia;90115;gestão de segurança privada;1;61;1.64;45,9
1621;estácio fib - centro universitário estácio da bahia;107514;gestão financeira;2;21;9.52;81
1622;estácio fib - centro universitário estácio da bahia;90111;logística;15;298;5.03;67,2
1623;estácio fib - centro universitário estácio da bahia;97059;petróleo e gás;7;180;3.89;64,4
1624;estácio fib - centro universitário estácio da bahia;102034;psicologia;1;11;9.09;63,6
1625;estácio fib - centro universitário estácio da bahia;113941;serviço social;11;198;5.56;46
1626;faculdade  pitágoras;57074;administração;142;288;49.31;56,6
1627;faculdade  pitágoras;86792;análise e desenvolvimento de sistemas;36;82;43.9;51,2
1628;faculdade  pitágoras;65913;ciências contábeis;37;95;38.95;53,7
1629;faculdade  pitágoras;93009;eletrotécnica industrial;31;24;129.17;91,7
1630;faculdade  pitágoras;92999;mecatrônica industrial;46;113;40.71;46
1631;faculdade  pitágoras;92997;química ambiental;15;11;136.36;90,9
1632;faculdade  pitágoras;58186;relações públicas;21;12;175.0;91,7
1633;faculdade  pitágoras;71407;sistema de informação;41;165;24.85;58,2
1634;faculdade  pitágoras;79081;sistemas para internet;10;4;250.0;75
1635;faculdade adelmar rosado;27287;administração;8;102;7.84;66,7
1636;faculdade adelmar rosado;20518;serviço social;4;79;5.06;58,2
1637;faculdade aiec;48110;administração;50;822;6.08;79
1638;faculdade alagoana de administração;17503;administração;27;315;8.57;86
1639;faculdade aldete maria alves;19941;administração;2;61;3.28;65,6
1640;faculdade aldete maria alves;17912;ciências contábeis;3;45;6.67;64,4
1641;faculdade aldete maria alves;20456;pedagogia;9;30;30.0;30
1642;faculdade alfredo nasser;52901;administração;110;295;37.29;60,7
1643;faculdade alfredo nasser;118922;biomedicina;29;88;32.95;60,2
1644;faculdade alfredo nasser;94819;ciências contábeis;32;177;18.08;59,7
1645;faculdade alfredo nasser;104434;direito;29;260;11.15;62,9
1646;faculdade alfredo nasser;118924;enfermagem;26;166;15.66;45,2
1647;faculdade alfredo nasser;113228;farmácia;25;228;10.96;47,8
1648;faculdade alfredo nasser;119020;fisioterapia;43;103;41.75;51,5
1649;faculdade alfredo nasser;89840;geografia;8;23;34.78;56,5
1650;faculdade alfredo nasser;89837;história;15;36;41.67;69,4
1651;faculdade alfredo nasser;39670;letras;30;56;53.57;57,1
1652;faculdade alfredo nasser;89842;matemática;7;30;23.33;66,7
1653;faculdade alfredo nasser;39672;pedagogia;30;163;18.4;52,1
1654;faculdade alfredo nasser;113309;sistemas para internet;7;50;14.0;48
1655;faculdade almeida rodrigues;53794;administração;2;51;3.92;54,9
1656;faculdade almeida rodrigues;104438;direito;9;106;8.49;60,4
1657;faculdade almeida rodrigues;103958;gestão de recursos humanos;2;28;7.14;39,3
1658;faculdade alvorada de educação física e desporto;74008;administração;7;388;1.8;95,6
1659;faculdade alvorada de educação física e desporto;79713;ciências contábeis;1;82;1.22;92,7
1660;faculdade alvorada de educação física e desporto;100946;direito;15;112;13.39;99,1
1661;faculdade alvorada de educação física e desporto;16802;educação física;8;149;5.37;94
1662;faculdade alvorada de educação física e desporto;82094;enfermagem;11;336;3.27;95,8
1663;faculdade alvorada de educação física e desporto;73996;fisioterapia;1;102;0.98;75,5
1664;faculdade alvorada de educação física e desporto;79746;pedagogia;4;95;4.21;100
1665;faculdade alvorada de educação física e desporto;87203;psicologia;3;35;8.57;100
1666;faculdade alvorada de informática e processamento de dados;21461;sistema de informação;5;198;2.53;90,4
1667;faculdade amadeus;65249;administração;20;124;16.13;56,5
1668;faculdade amadeus;65344;ciências contábeis;21;132;15.91;64,4
1669;faculdade amadeus;71320;pedagogia;21;91;23.08;46,2
1670;faculdade anglicana de erechim;103860;administração;11;32;34.38;46,9
1671;faculdade anglicana de erechim;97206;análise e desenvolvimento de sistemas;8;28;28.57;64,3
1672;faculdade anglicana de erechim;101255;design;7;12;58.33;100
1673;faculdade anglicana de erechim;101287;pedagogia;11;22;50.0;45,5
1674;faculdade anglo;109472;administração;16;20;80.0;42,1
1675;faculdade anglo;118812;relações internacionais;8;7;114.29;28,6
1676;faculdade anhanguera de anápolis;51251;administração;20;207;9.66;67
1677;faculdade anhanguera de anápolis;74526;análise e desenvolvimento de sistemas;8;45;17.78;46,7
1678;faculdade anhanguera de anápolis;95545;biomedicina;61;140;43.57;31,4
1679;faculdade anhanguera de anápolis;59158;ciência da computação;6;43;13.95;44,2
1680;faculdade anhanguera de anápolis;95711;ciências biológicas;13;65;20.0;90
1681;faculdade anhanguera de anápolis;95541;ciências contábeis;22;157;14.01;35,7
1682;faculdade anhanguera de anápolis;59171;comunicação social - publicidade e propaganda;11;49;22.45;53,1
1683;faculdade anhanguera de anápolis;73316;direito;19;170;11.18;45,9
1684;faculdade anhanguera de anápolis;68967;enfermagem;20;139;14.39;33,8
1685;faculdade anhanguera de anápolis;59168;engenharia de produção;6;43;13.95;39,5
1686;faculdade anhanguera de anápolis;119210;engenharia elétrica;12;86;13.95;47,7
1687;faculdade anhanguera de anápolis;119208;engenharia mecânica;23;150;15.33;58,7
1688;faculdade anhanguera de anápolis;105866;farmácia;20;147;13.61;23,1
1689;faculdade anhanguera de anápolis;69302;fisioterapia;16;91;17.58;52,7
1690;faculdade anhanguera de anápolis;84592;gestão de recursos humanos;15;146;10.27;21,9
1691;faculdade anhanguera de anápolis;68984;letras - português e inglês;11;59;18.64;61
1692;faculdade anhanguera de anápolis;69058;medicina veterinária;16;117;13.68;25,6
1693;faculdade anhanguera de anápolis;95543;nutrição;20;151;13.25;26,5
1694;faculdade anhanguera de anápolis;100360;pedagogia;9;156;5.77;23,1
1695;faculdade anhanguera de anápolis;81042;psicologia;24;104;23.08;43,3
1696;faculdade anhanguera de anápolis;74402;redes de computadores;11;39;28.21;41
1697;faculdade anhanguera de brasília;53463;administração;44;162;27.16;70,4
1698;faculdade anhanguera de brasília;83480;biomedicina;39;278;14.03;57,2
1699;faculdade anhanguera de brasília;53459;ciências biológicas;18;10;180.0;75
1700;faculdade anhanguera de brasília;90080;direito;29;127;22.83;47,2
1701;faculdade anhanguera de brasília;20446;enfermagem;14;115;12.17;12,2
1702;faculdade anhanguera de brasília;83478;farmácia;30;100;30.0;46
1703;faculdade anhanguera de brasília;83477;jornalismo;24;13;184.62;69,2
1704;faculdade anhanguera de brasília;20447;nutrição;10;112;8.93;61,6
1705;faculdade anhanguera de brasília;18303;pedagogia;36;163;22.09;53,4
1706;faculdade anhanguera de brasília;53490;publicidade e propaganda;12;98;12.24;58,2
1707;faculdade anhanguera de brasília;55029;relações públicas;14;5;280.0;60
1708;faculdade anhanguera de caxias do sul;115184;administração;17;86;19.77;67,4
1709;faculdade anhanguera de caxias do sul;117521;ciências contábeis;17;28;60.71;46,4
1710;faculdade anhanguera de caxias do sul;117524;serviço social;15;41;36.59;56,1
1711;faculdade anhanguera de ciências e tecnologia de brasília;119188;administração;37;11;336.36;81,8
1712;faculdade anhanguera de ciências e tecnologia de brasília;114224;enfermagem;37;99;37.37;100
1713;faculdade anhanguera de educação, ciências e tecnologia de sorocaba;61928;análise e desenvolvimento de sistemas;39;73;53.42;41,1
1714;faculdade anhanguera de educação, ciências e tecnologia de sorocaba;49793;educação física;30;330;9.09;23,8
1715;faculdade anhanguera de educação, ciências e tecnologia de sorocaba;104870;gestão comercial;13;26;50.0;23,1
1716;faculdade anhanguera de educação, ciências e tecnologia de sorocaba;55559;gestão de recursos humanos;12;16;75.0;25
1717;faculdade anhanguera de educação, ciências e tecnologia de sorocaba;69106;logística;38;44;86.36;20,5
